,images,labels
1704,"Dataset/test/wildfire/-73.82427,46.02608.jpg",0
939,"Dataset/test/wildfire/-71.76188,46.19095.jpg",0
502,"Dataset/test/wildfire/-70.41148,46.07644.jpg",0
4860,"Dataset/test/nowildfire/-73.642395,45.461833.jpg",1
1185,"Dataset/test/wildfire/-72.36403,46.88999.jpg",0
1865,"Dataset/test/wildfire/-74.23002,47.53507.jpg",0
5130,"Dataset/test/nowildfire/-73.886851,45.417706.jpg",1
3564,"Dataset/test/nowildfire/-113.965389,51.092643.jpg",1
919,"Dataset/test/wildfire/-71.71194,48.57734.jpg",0
5420,"Dataset/test/nowildfire/-75.721857,45.363713.jpg",1
196,"Dataset/test/wildfire/-67.69267,48.78507.jpg",0
2991,"Dataset/test/wildfire/-77.96016,49.10402.jpg",0
1252,"Dataset/test/wildfire/-72.4923,45.4193.jpg",0
5703,"Dataset/test/nowildfire/-79.322979,43.800685.jpg",1
38,"Dataset/test/wildfire/-64.50586,50.32105.jpg",0
4712,"Dataset/test/nowildfire/-73.512952,45.40447.jpg",1
5392,"Dataset/test/nowildfire/-75.709885,45.467272.jpg",1
1684,"Dataset/test/wildfire/-73.78391,47.68285.jpg",0
2389,"Dataset/test/wildfire/-75.78554,50.22782.jpg",0
4853,"Dataset/test/nowildfire/-73.636685,45.479251.jpg",1
3302,"Dataset/test/wildfire/-79.085,48.64269.jpg",0
4293,"Dataset/test/nowildfire/-122.914601,49.186388.jpg",1
1226,"Dataset/test/wildfire/-72.43932,45.84772.jpg",0
5068,"Dataset/test/nowildfire/-73.823462,45.595632.jpg",1
5038,"Dataset/test/nowildfire/-73.796094,45.605871.jpg",1
6116,"Dataset/test/nowildfire/-79.725047,43.678594.jpg",1
2097,"Dataset/test/wildfire/-74.8803,46.1581.jpg",0
722,"Dataset/test/wildfire/-71.18163,49.87021.jpg",0
3691,"Dataset/test/nowildfire/-114.015951,50.990004.jpg",1
4520,"Dataset/test/nowildfire/-123.128263,49.247315.jpg",1
2462,"Dataset/test/wildfire/-75.95697,46.39359.jpg",0
4043,"Dataset/test/nowildfire/-114.165247,51.082737.jpg",1
3226,"Dataset/test/wildfire/-78.93692,46.81385.jpg",0
1533,"Dataset/test/wildfire/-73.24871,45.97332.jpg",0
600,"Dataset/test/wildfire/-70.84132,46.18825.jpg",0
3410,"Dataset/test/wildfire/-79.3896,48.34682.jpg",0
4587,"Dataset/test/nowildfire/-123.184496,49.258478.jpg",1
412,"Dataset/test/wildfire/-69.8711,55.0289.jpg",0
9,"Dataset/test/wildfire/-62.56176,51.29047.jpg",0
4012,"Dataset/test/nowildfire/-114.153703,51.066956.jpg",1
1982,"Dataset/test/wildfire/-74.53014,46.1211.jpg",0
2543,"Dataset/test/wildfire/-76.15636,45.71163.jpg",0
988,"Dataset/test/wildfire/-71.87247,50.89089.jpg",0
3010,"Dataset/test/wildfire/-78.04051,47.77608.jpg",0
4780,"Dataset/test/nowildfire/-73.583282,45.584228.jpg",1
4389,"Dataset/test/nowildfire/-123.013726,49.174839.jpg",1
4513,"Dataset/test/nowildfire/-123.124666,49.137447.jpg",1
4327,"Dataset/test/nowildfire/-122.955601,49.22506.jpg",1
2064,"Dataset/test/wildfire/-74.79168,47.98232.jpg",0
924,"Dataset/test/wildfire/-71.72636,46.77338.jpg",0
4935,"Dataset/test/nowildfire/-73.698874,45.452574.jpg",1
742,"Dataset/test/wildfire/-71.2186,46.9347.jpg",0
629,"Dataset/test/wildfire/-70.92426,48.32554.jpg",0
5899,"Dataset/test/nowildfire/-79.490163,43.831459.jpg",1
1905,"Dataset/test/wildfire/-74.3334,47.6732.jpg",0
76,"Dataset/test/wildfire/-65.3161,51.4008.jpg",0
1804,"Dataset/test/wildfire/-74.10226,47.91667.jpg",0
2690,"Dataset/test/wildfire/-76.73078,52.53777.jpg",0
4590,"Dataset/test/nowildfire/-123.185733,49.233725.jpg",1
3945,"Dataset/test/nowildfire/-114.121042,51.164153.jpg",1
3767,"Dataset/test/nowildfire/-114.048493,51.091687.jpg",1
2980,"Dataset/test/wildfire/-77.9191,48.100518.jpg",0
555,"Dataset/test/wildfire/-70.68171,46.78148.jpg",0
4104,"Dataset/test/nowildfire/-122.771322,49.259814.jpg",1
3190,"Dataset/test/wildfire/-78.81563,48.66157.jpg",0
3223,"Dataset/test/wildfire/-78.9317,48.7785.jpg",0
4728,"Dataset/test/nowildfire/-73.528126,45.613954.jpg",1
5469,"Dataset/test/nowildfire/-75.74094,45.470738.jpg",1
465,"Dataset/test/wildfire/-70.19449,49.60672.jpg",0
5846,"Dataset/test/nowildfire/-79.440083,43.866258.jpg",1
2104,"Dataset/test/wildfire/-74.89967,46.54497.jpg",0
5262,"Dataset/test/nowildfire/-75.645864,45.384088.jpg",1
1092,"Dataset/test/wildfire/-72.15943,51.59053.jpg",0
1858,"Dataset/test/wildfire/-74.21483,46.34143.jpg",0
4298,"Dataset/test/nowildfire/-122.920488,49.111808.jpg",1
4198,"Dataset/test/nowildfire/-122.847274,49.227541.jpg",1
4920,"Dataset/test/nowildfire/-73.688386,45.469996.jpg",1
3563,"Dataset/test/nowildfire/-113.964897,51.052215.jpg",1
5075,"Dataset/test/nowildfire/-73.82958,45.466787.jpg",1
628,"Dataset/test/wildfire/-70.92194,45.35222.jpg",0
497,"Dataset/test/wildfire/-70.39612,48.95624.jpg",0
61,"Dataset/test/wildfire/-64.90704,49.14898.jpg",0
6108,"Dataset/test/nowildfire/-79.720236,43.684425.jpg",1
578,"Dataset/test/wildfire/-70.77556,47.98412.jpg",0
5028,"Dataset/test/nowildfire/-73.789681,45.473305.jpg",1
5715,"Dataset/test/nowildfire/-79.336497,43.685952.jpg",1
1171,"Dataset/test/wildfire/-72.33563,49.09952.jpg",0
2795,"Dataset/test/wildfire/-77.2236,52.3006.jpg",0
415,"Dataset/test/wildfire/-69.89423,47.04676.jpg",0
4828,"Dataset/test/nowildfire/-73.620129,45.588787.jpg",1
1994,"Dataset/test/wildfire/-74.585,46.026.jpg",0
3841,"Dataset/test/nowildfire/-114.072021,51.048809.jpg",1
3183,"Dataset/test/wildfire/-78.78003,50.1256.jpg",0
2698,"Dataset/test/wildfire/-76.76311,48.24581.jpg",0
3434,"Dataset/test/wildfire/-79.51228,48.84233.jpg",0
2136,"Dataset/test/wildfire/-75.01749,45.84772.jpg",0
4272,"Dataset/test/nowildfire/-122.892881,49.149825.jpg",1
1524,"Dataset/test/wildfire/-73.21873,46.35941.jpg",0
104,"Dataset/test/wildfire/-66.11605,50.23861.jpg",0
1210,"Dataset/test/wildfire/-72.40441,48.66247.jpg",0
1103,"Dataset/test/wildfire/-72.17576,46.33423.jpg",0
6018,"Dataset/test/nowildfire/-79.616824,43.683588.jpg",1
4950,"Dataset/test/nowildfire/-73.713975,45.440602.jpg",1
2138,"Dataset/test/wildfire/-75.02676,45.62021.jpg",0
2591,"Dataset/test/wildfire/-76.36963,52.27518.jpg",0
2847,"Dataset/test/wildfire/-77.4322,53.3867.jpg",0
5868,"Dataset/test/nowildfire/-79.463385,43.753072.jpg",1
5419,"Dataset/test/nowildfire/-75.719656,45.388343.jpg",1
192,"Dataset/test/wildfire/-67.59442,48.72332.jpg",0
3373,"Dataset/test/wildfire/-79.27382,50.60492.jpg",0
5803,"Dataset/test/nowildfire/-79.407515,43.765303.jpg",1
3079,"Dataset/test/wildfire/-78.306,46.30216.jpg",0
4791,"Dataset/test/nowildfire/-73.591527,45.450026.jpg",1
2632,"Dataset/test/wildfire/-76.55251,45.54676.jpg",0
1184,"Dataset/test/wildfire/-72.36377,51.01709.jpg",0
3909,"Dataset/test/nowildfire/-114.108624,50.944374.jpg",1
1361,"Dataset/test/wildfire/-72.7458,49.9781.jpg",0
3637,"Dataset/test/nowildfire/-113.992662,51.021054.jpg",1
3602,"Dataset/test/nowildfire/-113.97855,50.964995.jpg",1
5451,"Dataset/test/nowildfire/-75.735258,45.436169.jpg",1
5938,"Dataset/test/nowildfire/-79.532456,43.754573.jpg",1
5273,"Dataset/test/nowildfire/-75.652184,45.405119.jpg",1
3688,"Dataset/test/nowildfire/-114.014124,50.970083.jpg",1
462,"Dataset/test/wildfire/-70.1792,53.4744.jpg",0
1911,"Dataset/test/wildfire/-74.34387,45.23951.jpg",0
2332,"Dataset/test/wildfire/-75.65491,46.48232.jpg",0
2972,"Dataset/test/wildfire/-77.8711,46.2414.jpg",0
4940,"Dataset/test/nowildfire/-73.705542,45.409604.jpg",1
3781,"Dataset/test/nowildfire/-114.0529,51.087174.jpg",1
3456,"Dataset/test/nowildfire/-113.922985,50.961745.jpg",1
3813,"Dataset/test/nowildfire/-114.062486,51.097927.jpg",1
1484,"Dataset/test/wildfire/-73.07128,53.34862.jpg",0
2452,"Dataset/test/wildfire/-75.91834,52.72062.jpg",0
2834,"Dataset/test/wildfire/-77.3889,49.7781.jpg",0
5070,"Dataset/test/nowildfire/-73.825409,45.558324.jpg",1
3616,"Dataset/test/nowildfire/-113.982044,51.011632.jpg",1
3179,"Dataset/test/wildfire/-78.75705,48.68555.jpg",0
2409,"Dataset/test/wildfire/-75.8295,45.6409.jpg",0
617,"Dataset/test/wildfire/-70.87418,48.99311.jpg",0
1923,"Dataset/test/wildfire/-74.36775,49.95084.jpg",0
4291,"Dataset/test/nowildfire/-122.910982,49.214139.jpg",1
1434,"Dataset/test/wildfire/-72.91825,46.99581.jpg",0
488,"Dataset/test/wildfire/-70.34715,46.71523.jpg",0
2386,"Dataset/test/wildfire/-75.7744,45.5671.jpg",0
481,"Dataset/test/wildfire/-70.30359,45.94455.jpg",0
4181,"Dataset/test/nowildfire/-122.838435,49.230663.jpg",1
110,"Dataset/test/wildfire/-66.1779,48.61751.jpg",0
2873,"Dataset/test/wildfire/-77.5092,52.6636.jpg",0
2139,"Dataset/test/wildfire/-75.02853,46.43375.jpg",0
3086,"Dataset/test/wildfire/-78.32585,53.08004.jpg",0
1133,"Dataset/test/wildfire/-72.2461,46.27338.jpg",0
4079,"Dataset/test/nowildfire/-122.74075,49.219711.jpg",1
1671,"Dataset/test/wildfire/-73.73829,46.28238.jpg",0
2951,"Dataset/test/wildfire/-77.82661,47.98771.jpg",0
1392,"Dataset/test/wildfire/-72.79743,47.44455.jpg",0
2712,"Dataset/test/wildfire/-76.8347,49.6722.jpg",0
2581,"Dataset/test/wildfire/-76.29093,52.04137.jpg",0
2760,"Dataset/test/wildfire/-77.05999,46.08783.jpg",0
4784,"Dataset/test/nowildfire/-73.588704,45.55397.jpg",1
332,"Dataset/test/wildfire/-69.30304,49.22332.jpg",0
1597,"Dataset/test/wildfire/-73.51096,45.90078.jpg",0
4121,"Dataset/test/nowildfire/-122.790964,49.197095.jpg",1
4326,"Dataset/test/nowildfire/-122.950876,49.269515.jpg",1
1159,"Dataset/test/wildfire/-72.30394,45.28058.jpg",0
3375,"Dataset/test/wildfire/-79.2753,47.0506.jpg",0
4448,"Dataset/test/nowildfire/-123.07543,49.220892.jpg",1
4643,"Dataset/test/nowildfire/-73.45209,45.621568.jpg",1
3089,"Dataset/test/wildfire/-78.33503,48.6283.jpg",0
3151,"Dataset/test/wildfire/-78.61553,48.06925.jpg",0
4778,"Dataset/test/nowildfire/-73.580325,45.563208.jpg",1
2939,"Dataset/test/wildfire/-77.77127,47.07824.jpg",0
1877,"Dataset/test/wildfire/-74.24356,45.75719.jpg",0
4628,"Dataset/test/nowildfire/-73.435219,45.579573.jpg",1
5775,"Dataset/test/nowildfire/-79.3869,43.830295.jpg",1
5816,"Dataset/test/nowildfire/-79.418483,43.88132.jpg",1
5149,"Dataset/test/nowildfire/-73.908833,45.536028.jpg",1
2789,"Dataset/test/wildfire/-77.1994,46.1722.jpg",0
1473,"Dataset/test/wildfire/-73.0449,50.81565.jpg",0
2125,"Dataset/test/wildfire/-74.9728,46.2664.jpg",0
3623,"Dataset/test/nowildfire/-113.984884,50.935291.jpg",1
1829,"Dataset/test/wildfire/-74.1513,45.9029.jpg",0
1790,"Dataset/test/wildfire/-74.05491,45.881.jpg",0
777,"Dataset/test/wildfire/-71.3122,47.0522.jpg",0
2765,"Dataset/test/wildfire/-77.07421,46.3729.jpg",0
2251,"Dataset/test/wildfire/-75.36417,46.74671.jpg",0
2357,"Dataset/test/wildfire/-75.70461,46.09233.jpg",0
2053,"Dataset/test/wildfire/-74.7542,49.4952.jpg",0
3555,"Dataset/test/nowildfire/-113.961294,50.912856.jpg",1
5167,"Dataset/test/nowildfire/-75.572866,45.43287.jpg",1
2354,"Dataset/test/wildfire/-75.7,49.815.jpg",0
2107,"Dataset/test/wildfire/-74.90268,49.97692.jpg",0
1308,"Dataset/test/wildfire/-72.6325,48.84682.jpg",0
489,"Dataset/test/wildfire/-70.35144,50.6337.jpg",0
5918,"Dataset/test/nowildfire/-79.507872,43.699209.jpg",1
1508,"Dataset/test/wildfire/-73.16366,53.19994.jpg",0
4236,"Dataset/test/nowildfire/-122.869922,49.238146.jpg",1
536,"Dataset/test/wildfire/-70.6086,46.2118.jpg",0
152,"Dataset/test/wildfire/-66.72714,48.02428.jpg",0
5153,"Dataset/test/nowildfire/-73.914936,45.527691.jpg",1
212,"Dataset/test/wildfire/-68.1364,51.7172.jpg",0
1267,"Dataset/test/wildfire/-72.52325,49.93825.jpg",0
2565,"Dataset/test/wildfire/-76.22644,46.59772.jpg",0
1149,"Dataset/test/wildfire/-72.28587,48.45264.jpg",0
5752,"Dataset/test/nowildfire/-79.370991,43.868079.jpg",1
6107,"Dataset/test/nowildfire/-79.718584,43.643229.jpg",1
2280,"Dataset/test/wildfire/-75.50263,51.38819.jpg",0
2342,"Dataset/test/wildfire/-75.67187,50.72153.jpg",0
4,"Dataset/test/wildfire/-61.83052,50.28957.jpg",0
2914,"Dataset/test/wildfire/-77.67002,48.43915.jpg",0
2323,"Dataset/test/wildfire/-75.62792,45.86481.jpg",0
1099,"Dataset/test/wildfire/-72.1642,46.8722.jpg",0
1454,"Dataset/test/wildfire/-72.97363,47.0036.jpg",0
2509,"Dataset/test/wildfire/-76.0704,45.94724.jpg",0
113,"Dataset/test/wildfire/-66.21763,50.27608.jpg",0
3097,"Dataset/test/wildfire/-78.37098,49.49401.jpg",0
5401,"Dataset/test/nowildfire/-75.711435,45.347163.jpg",1
1217,"Dataset/test/wildfire/-72.42416,48.39089.jpg",0
290,"Dataset/test/wildfire/-69.01497,48.8747.jpg",0
1564,"Dataset/test/wildfire/-73.39845,46.28687.jpg",0
5098,"Dataset/test/nowildfire/-73.847319,45.45172.jpg",1
3026,"Dataset/test/wildfire/-78.12396,49.2485.jpg",0
3111,"Dataset/test/wildfire/-78.43654,48.23322.jpg",0
1276,"Dataset/test/wildfire/-72.5522,48.6267.jpg",0
2532,"Dataset/test/wildfire/-76.12271,45.91846.jpg",0
3751,"Dataset/test/nowildfire/-114.0425,51.167839.jpg",1
2087,"Dataset/test/wildfire/-74.86988,46.21703.jpg",0
5242,"Dataset/test/nowildfire/-75.634896,45.397463.jpg",1
2441,"Dataset/test/wildfire/-75.8972,45.5435.jpg",0
3130,"Dataset/test/wildfire/-78.5464,52.6544.jpg",0
5050,"Dataset/test/nowildfire/-73.802995,45.608148.jpg",1
3201,"Dataset/test/wildfire/-78.86345,53.74041.jpg",0
2821,"Dataset/test/wildfire/-77.33902,46.89629.jpg",0
4441,"Dataset/test/nowildfire/-123.068166,49.15778.jpg",1
5089,"Dataset/test/nowildfire/-73.837865,45.533146.jpg",1
2721,"Dataset/test/wildfire/-76.862,51.30486.jpg",0
3234,"Dataset/test/wildfire/-78.94987,51.10492.jpg",0
5179,"Dataset/test/nowildfire/-75.592713,45.465377.jpg",1
5301,"Dataset/test/nowildfire/-75.672853,45.396643.jpg",1
4865,"Dataset/test/nowildfire/-73.648767,45.462033.jpg",1
4470,"Dataset/test/nowildfire/-123.091711,49.27042.jpg",1
1779,"Dataset/test/wildfire/-74.0131,47.3875.jpg",0
4906,"Dataset/test/nowildfire/-73.671646,45.421479.jpg",1
5838,"Dataset/test/nowildfire/-79.43624,43.715882.jpg",1
3635,"Dataset/test/nowildfire/-113.992065,51.105007.jpg",1
2051,"Dataset/test/wildfire/-74.75097,45.66607.jpg",0
4912,"Dataset/test/nowildfire/-73.682515,45.468161.jpg",1
3867,"Dataset/test/nowildfire/-114.089433,50.97473.jpg",1
1458,"Dataset/test/wildfire/-72.99346,46.59233.jpg",0
4256,"Dataset/test/nowildfire/-122.882734,49.184943.jpg",1
5891,"Dataset/test/nowildfire/-79.486416,43.720941.jpg",1
1138,"Dataset/test/wildfire/-72.25956,48.83364.jpg",0
727,"Dataset/test/wildfire/-71.1984,48.52338.jpg",0
4556,"Dataset/test/nowildfire/-123.156291,49.234219.jpg",1
4982,"Dataset/test/nowildfire/-73.744574,45.465279.jpg",1
3816,"Dataset/test/nowildfire/-114.063109,50.964791.jpg",1
4202,"Dataset/test/nowildfire/-122.848856,49.158498.jpg",1
3112,"Dataset/test/wildfire/-78.4466,47.5941.jpg",0
4608,"Dataset/test/nowildfire/-73.413891,45.561129.jpg",1
1782,"Dataset/test/wildfire/-74.01695,45.21523.jpg",0
2448,"Dataset/test/wildfire/-75.91276,46.34772.jpg",0
2646,"Dataset/test/wildfire/-76.60367,46.74761.jpg",0
4073,"Dataset/test/nowildfire/-122.733083,49.190304.jpg",1
2820,"Dataset/test/wildfire/-77.3226,47.88549.jpg",0
1620,"Dataset/test/wildfire/-73.57824,45.1211.jpg",0
1446,"Dataset/test/wildfire/-72.95418,46.61301.jpg",0
2663,"Dataset/test/wildfire/-76.65219,46.8783.jpg",0
1967,"Dataset/test/wildfire/-74.48053,46.1301.jpg",0
949,"Dataset/test/wildfire/-71.7905,50.95444.jpg",0
5199,"Dataset/test/nowildfire/-75.604502,45.392233.jpg",1
1127,"Dataset/test/wildfire/-72.23767,48.98232.jpg",0
2363,"Dataset/test/wildfire/-75.71533,45.54407.jpg",0
2839,"Dataset/test/wildfire/-77.40559,49.48861.jpg",0
1098,"Dataset/test/wildfire/-72.16404,46.72063.jpg",0
5992,"Dataset/test/nowildfire/-79.573238,43.791519.jpg",1
3069,"Dataset/test/wildfire/-78.28094,46.64269.jpg",0
1553,"Dataset/test/wildfire/-73.35323,49.29946.jpg",0
1739,"Dataset/test/wildfire/-73.89723,46.06205.jpg",0
1964,"Dataset/test/wildfire/-74.47459,50.42836.jpg",0
2806,"Dataset/test/wildfire/-77.25333,46.71163.jpg",0
3944,"Dataset/test/nowildfire/-114.120887,50.991623.jpg",1
5106,"Dataset/test/nowildfire/-73.855213,45.546457.jpg",1
293,"Dataset/test/wildfire/-69.02846,47.78507.jpg",0
5932,"Dataset/test/nowildfire/-79.525134,43.655614.jpg",1
2986,"Dataset/test/wildfire/-77.95275,48.22872.jpg",0
3136,"Dataset/test/wildfire/-78.57256,48.08004.jpg",0
2809,"Dataset/test/wildfire/-77.26856,46.03597.jpg",0
947,"Dataset/test/wildfire/-71.77942,46.84502.jpg",0
3916,"Dataset/test/nowildfire/-114.110953,51.146222.jpg",1
1113,"Dataset/test/wildfire/-72.20912,45.25899.jpg",0
4348,"Dataset/test/nowildfire/-122.969559,49.218472.jpg",1
710,"Dataset/test/wildfire/-71.14629,48.54407.jpg",0
1768,"Dataset/test/wildfire/-73.9736,47.2117.jpg",0
5975,"Dataset/test/nowildfire/-79.561,43.668799.jpg",1
1300,"Dataset/test/wildfire/-72.61555,46.67836.jpg",0
5711,"Dataset/test/nowildfire/-79.334659,43.681027.jpg",1
211,"Dataset/test/wildfire/-68.12903,48.01079.jpg",0
3636,"Dataset/test/nowildfire/-113.992522,50.982882.jpg",1
1884,"Dataset/test/wildfire/-74.26238,45.80036.jpg",0
2544,"Dataset/test/wildfire/-76.15811,50.8729.jpg",0
1924,"Dataset/test/wildfire/-74.37198,49.90528.jpg",0
3764,"Dataset/test/nowildfire/-114.047339,51.008935.jpg",1
5713,"Dataset/test/nowildfire/-79.335262,43.818136.jpg",1
5249,"Dataset/test/nowildfire/-75.638595,45.432125.jpg",1
1937,"Dataset/test/wildfire/-74.4001,45.7499.jpg",0
4933,"Dataset/test/nowildfire/-73.697106,45.436245.jpg",1
4672,"Dataset/test/nowildfire/-73.475508,45.408753.jpg",1
3298,"Dataset/test/wildfire/-79.0767,48.7494.jpg",0
3988,"Dataset/test/nowildfire/-114.143289,50.963493.jpg",1
4192,"Dataset/test/nowildfire/-122.845171,49.113516.jpg",1
5985,"Dataset/test/nowildfire/-79.567135,43.688533.jpg",1
3268,"Dataset/test/wildfire/-79.02742,48.73771.jpg",0
5490,"Dataset/test/nowildfire/-75.751747,45.364926.jpg",1
1215,"Dataset/test/wildfire/-72.41394,48.68016.jpg",0
1003,"Dataset/test/wildfire/-71.93177,48.77338.jpg",0
5969,"Dataset/test/nowildfire/-79.557596,43.671246.jpg",1
439,"Dataset/test/wildfire/-70.04461,49.43645.jpg",0
2209,"Dataset/test/wildfire/-75.2372,45.6892.jpg",0
948,"Dataset/test/wildfire/-71.78751,45.04047.jpg",0
5688,"Dataset/test/nowildfire/-79.310318,43.887146.jpg",1
804,"Dataset/test/wildfire/-71.38069,45.58513.jpg",0
2334,"Dataset/test/wildfire/-75.65761,53.41936.jpg",0
4174,"Dataset/test/nowildfire/-122.826241,49.11873.jpg",1
3275,"Dataset/test/wildfire/-79.0347,48.26619.jpg",0
1709,"Dataset/test/wildfire/-73.83779,45.93645.jpg",0
749,"Dataset/test/wildfire/-71.24484,45.77608.jpg",0
2628,"Dataset/test/wildfire/-76.53581,55.40528.jpg",0
4897,"Dataset/test/nowildfire/-73.665798,45.560453.jpg",1
5412,"Dataset/test/nowildfire/-75.716225,45.334475.jpg",1
1495,"Dataset/test/wildfire/-73.12477,46.62021.jpg",0
5356,"Dataset/test/nowildfire/-75.694805,45.461058.jpg",1
2313,"Dataset/test/wildfire/-75.6028,51.7969.jpg",0
3091,"Dataset/test/wildfire/-78.33852,46.32914.jpg",0
2021,"Dataset/test/wildfire/-74.68643,46.11931.jpg",0
1320,"Dataset/test/wildfire/-72.64964,46.6229.jpg",0
5279,"Dataset/test/nowildfire/-75.657497,45.457466.jpg",1
823,"Dataset/test/wildfire/-71.45032,50.68555.jpg",0
3173,"Dataset/test/wildfire/-78.71584,48.83963.jpg",0
