,images,labels
3252,"Dataset/valid/wildfire/-79.14903,48.48591.jpg",0
3199,"Dataset/valid/wildfire/-79.03335,48.26619.jpg",0
1457,"Dataset/valid/wildfire/-73.0163,45.2533.jpg",0
2756,"Dataset/valid/wildfire/-77.25737,47.55666.jpg",0
820,"Dataset/valid/wildfire/-71.47011,48.55126.jpg",0
5146,"Dataset/valid/nowildfire/-73.892644,45.413669.jpg",1
4199,"Dataset/valid/nowildfire/-122.866733,49.262188.jpg",1
4377,"Dataset/valid/nowildfire/-123.015394,49.145768.jpg",1
3658,"Dataset/valid/nowildfire/-114.02709,50.932275.jpg",1
556,"Dataset/valid/wildfire/-70.64832,50.42476.jpg",0
4900,"Dataset/valid/nowildfire/-73.669528,45.614409.jpg",1
1249,"Dataset/valid/wildfire/-72.53769,46.39808.jpg",0
5075,"Dataset/valid/nowildfire/-73.818768,45.426311.jpg",1
4113,"Dataset/valid/nowildfire/-122.806767,49.150771.jpg",1
5292,"Dataset/valid/nowildfire/-75.650786,45.418239.jpg",1
5698,"Dataset/valid/nowildfire/-79.34857,43.900716.jpg",1
971,"Dataset/valid/wildfire/-71.90985,48.73412.jpg",0
6077,"Dataset/valid/nowildfire/-79.675693,43.812566.jpg",1
2251,"Dataset/valid/wildfire/-75.43619,50.6337.jpg",0
5832,"Dataset/valid/nowildfire/-79.456901,43.759886.jpg",1
2638,"Dataset/valid/wildfire/-76.67243,49.51439.jpg",0
1261,"Dataset/valid/wildfire/-72.56962,49.00899.jpg",0
951,"Dataset/valid/wildfire/-71.84061,49.43465.jpg",0
2758,"Dataset/valid/wildfire/-77.26225,49.81925.jpg",0
5655,"Dataset/valid/nowildfire/-79.303425,43.914262.jpg",1
3193,"Dataset/valid/wildfire/-79.02458,48.83783.jpg",0
766,"Dataset/valid/wildfire/-71.34212,48.43375.jpg",0
1663,"Dataset/valid/wildfire/-73.64453,49.45983.jpg",0
1911,"Dataset/valid/wildfire/-74.22859,47.76529.jpg",0
4881,"Dataset/valid/nowildfire/-73.653516,45.486472.jpg",1
4101,"Dataset/valid/nowildfire/-122.790756,49.148689.jpg",1
4305,"Dataset/valid/nowildfire/-122.945248,49.134655.jpg",1
136,"Dataset/valid/wildfire/-66.4422,50.299.jpg",0
3213,"Dataset/valid/wildfire/-79.04799,48.58423.jpg",0
2649,"Dataset/valid/wildfire/-76.70613,45.81655.jpg",0
1070,"Dataset/valid/wildfire/-72.17483,48.85492.jpg",0
1642,"Dataset/valid/wildfire/-73.5942,46.115.jpg",0
1745,"Dataset/valid/wildfire/-73.82556,46.04946.jpg",0
5198,"Dataset/valid/nowildfire/-75.591551,45.378236.jpg",1
1244,"Dataset/valid/wildfire/-72.52184,45.41337.jpg",0
5386,"Dataset/valid/nowildfire/-75.71178,45.405148.jpg",1
1171,"Dataset/valid/wildfire/-72.3852,48.89719.jpg",0
4875,"Dataset/valid/nowildfire/-73.648746,45.442902.jpg",1
1649,"Dataset/valid/wildfire/-73.6135,50.0.jpg",0
4948,"Dataset/valid/nowildfire/-73.711876,45.530969.jpg",1
4086,"Dataset/valid/nowildfire/-122.783019,49.238644.jpg",1
5863,"Dataset/valid/nowildfire/-79.488568,43.689868.jpg",1
5224,"Dataset/valid/nowildfire/-75.610169,45.385991.jpg",1
2455,"Dataset/valid/wildfire/-76.02248,47.17116.jpg",0
1914,"Dataset/valid/wildfire/-74.23566,46.36481.jpg",0
5301,"Dataset/valid/nowildfire/-75.657153,45.40768.jpg",1
5721,"Dataset/valid/nowildfire/-79.365412,43.825446.jpg",1
303,"Dataset/valid/wildfire/-69.0232,48.85222.jpg",0
1923,"Dataset/valid/wildfire/-74.25659,45.32194.jpg",0
6027,"Dataset/valid/nowildfire/-79.63522,43.739761.jpg",1
5631,"Dataset/valid/nowildfire/-79.279211,43.79203.jpg",1
4023,"Dataset/valid/nowildfire/-122.743745,49.13059.jpg",1
387,"Dataset/valid/wildfire/-69.58653,47.67656.jpg",0
1536,"Dataset/valid/wildfire/-73.27251,45.98142.jpg",0
4768,"Dataset/valid/nowildfire/-73.567773,45.486771.jpg",1
281,"Dataset/valid/wildfire/-68.86633,49.97063.jpg",0
4248,"Dataset/valid/nowildfire/-122.899962,49.133169.jpg",1
5228,"Dataset/valid/nowildfire/-75.614429,45.429218.jpg",1
6107,"Dataset/valid/nowildfire/-79.703402,43.698399.jpg",1
106,"Dataset/valid/wildfire/-65.9,50.2853.jpg",0
1199,"Dataset/valid/wildfire/-72.446,45.61391.jpg",0
2793,"Dataset/valid/wildfire/-77.43078,48.5027.jpg",0
1574,"Dataset/valid/wildfire/-73.38311,47.93196.jpg",0
818,"Dataset/valid/wildfire/-71.45676,46.65888.jpg",0
1472,"Dataset/valid/wildfire/-73.04809,46.44455.jpg",0
3066,"Dataset/valid/wildfire/-78.64271,53.09143.jpg",0
5945,"Dataset/valid/nowildfire/-79.555422,43.862967.jpg",1
4103,"Dataset/valid/nowildfire/-122.791794,49.259179.jpg",1
5815,"Dataset/valid/nowildfire/-79.443377,43.900149.jpg",1
2844,"Dataset/valid/wildfire/-77.613,50.44365.jpg",0
2444,"Dataset/valid/wildfire/-75.99321,48.54407.jpg",0
2244,"Dataset/valid/wildfire/-75.39509,51.29946.jpg",0
1628,"Dataset/valid/wildfire/-73.5442,48.2528.jpg",0
1195,"Dataset/valid/wildfire/-72.43816,48.01349.jpg",0
4706,"Dataset/valid/nowildfire/-73.507559,45.552324.jpg",1
4181,"Dataset/valid/nowildfire/-122.857042,49.200461.jpg",1
781,"Dataset/valid/wildfire/-71.35858,45.83963.jpg",0
3432,"Dataset/valid/nowildfire/-113.933445,51.118448.jpg",1
4956,"Dataset/valid/nowildfire/-73.723784,45.626487.jpg",1
2675,"Dataset/valid/wildfire/-76.83526,45.89719.jpg",0
2376,"Dataset/valid/wildfire/-75.81738,51.67026.jpg",0
1349,"Dataset/valid/wildfire/-72.74359,45.46883.jpg",0
5286,"Dataset/valid/nowildfire/-75.648325,45.426464.jpg",1
2528,"Dataset/valid/wildfire/-76.19193,45.81835.jpg",0
2435,"Dataset/valid/wildfire/-75.9625,49.7.jpg",0
411,"Dataset/valid/wildfire/-69.82144,47.1283.jpg",0
5471,"Dataset/valid/nowildfire/-75.759828,45.377633.jpg",1
3316,"Dataset/valid/wildfire/-79.28535,49.00989.jpg",0
81,"Dataset/valid/wildfire/-65.31414,48.99761.jpg",0
2481,"Dataset/valid/wildfire/-76.07423,46.26799.jpg",0
1999,"Dataset/valid/wildfire/-74.4781,45.6166.jpg",0
5676,"Dataset/valid/nowildfire/-79.323817,43.736209.jpg",1
4220,"Dataset/valid/nowildfire/-122.882877,49.255987.jpg",1
750,"Dataset/valid/wildfire/-71.30207,48.58184.jpg",0
2570,"Dataset/valid/wildfire/-76.4089,46.0889.jpg",0
1058,"Dataset/valid/wildfire/-72.1545,48.29407.jpg",0
223,"Dataset/valid/wildfire/-68.21014,49.1265.jpg",0
2878,"Dataset/valid/wildfire/-77.73637,48.69904.jpg",0
5648,"Dataset/valid/nowildfire/-79.297924,43.661464.jpg",1
4809,"Dataset/valid/nowildfire/-73.596865,45.593852.jpg",1
4631,"Dataset/valid/nowildfire/-73.433861,45.472406.jpg",1
3057,"Dataset/valid/wildfire/-78.59865,47.59862.jpg",0
2854,"Dataset/valid/wildfire/-77.64488,48.65528.jpg",0
178,"Dataset/valid/wildfire/-67.3306,48.881.jpg",0
6067,"Dataset/valid/nowildfire/-79.666478,43.835906.jpg",1
4137,"Dataset/valid/nowildfire/-122.824971,49.106941.jpg",1
4911,"Dataset/valid/nowildfire/-73.676749,45.413718.jpg",1
4642,"Dataset/valid/nowildfire/-73.448456,45.445792.jpg",1
1500,"Dataset/valid/wildfire/-73.13639,49.20084.jpg",0
4256,"Dataset/valid/nowildfire/-122.906165,49.121227.jpg",1
1826,"Dataset/valid/wildfire/-74.0042,46.1142.jpg",0
3345,"Dataset/valid/wildfire/-79.35933,48.79227.jpg",0
4608,"Dataset/valid/nowildfire/-73.412111,45.544025.jpg",1
5194,"Dataset/valid/nowildfire/-75.584639,45.457101.jpg",1
1685,"Dataset/valid/wildfire/-73.70916,48.65078.jpg",0
876,"Dataset/valid/wildfire/-71.62717,48.68016.jpg",0
4626,"Dataset/valid/nowildfire/-73.4281,45.643362.jpg",1
2960,"Dataset/valid/wildfire/-78.1314,48.4781.jpg",0
5570,"Dataset/valid/nowildfire/-75.821667,45.33225.jpg",1
1580,"Dataset/valid/wildfire/-73.41019,46.03327.jpg",0
1751,"Dataset/valid/wildfire/-73.84072,46.6256.jpg",0
2440,"Dataset/valid/wildfire/-75.97997,54.29497.jpg",0
3603,"Dataset/valid/nowildfire/-114.004213,51.110835.jpg",1
3191,"Dataset/valid/wildfire/-79.02239,53.82644.jpg",0
3776,"Dataset/valid/nowildfire/-114.079876,51.085257.jpg",1
2175,"Dataset/valid/wildfire/-75.0614,49.0045.jpg",0
4606,"Dataset/valid/nowildfire/-73.411225,45.562491.jpg",1
1537,"Dataset/valid/wildfire/-73.27259,45.90798.jpg",0
5025,"Dataset/valid/nowildfire/-73.782007,45.589928.jpg",1
992,"Dataset/valid/wildfire/-71.99544,53.72332.jpg",0
1736,"Dataset/valid/wildfire/-73.80352,46.06745.jpg",0
2809,"Dataset/valid/wildfire/-77.49192,48.08004.jpg",0
3890,"Dataset/valid/nowildfire/-114.128767,51.028247.jpg",1
5018,"Dataset/valid/nowildfire/-73.775477,45.564441.jpg",1
1512,"Dataset/valid/wildfire/-73.17822,46.44005.jpg",0
4491,"Dataset/valid/nowildfire/-123.114114,49.182956.jpg",1
1020,"Dataset/valid/wildfire/-72.06267,45.85312.jpg",0
2371,"Dataset/valid/wildfire/-75.80468,53.39808.jpg",0
3561,"Dataset/valid/nowildfire/-113.983504,51.102614.jpg",1
1001,"Dataset/valid/wildfire/-72.01552,45.34233.jpg",0
1000,"Dataset/valid/wildfire/-72.01492,48.90978.jpg",0
4985,"Dataset/valid/nowildfire/-73.74807,45.521535.jpg",1
5737,"Dataset/valid/nowildfire/-79.381678,43.682459.jpg",1
190,"Dataset/valid/wildfire/-67.46955,49.47063.jpg",0
1201,"Dataset/valid/wildfire/-72.4502,49.44724.jpg",0
1926,"Dataset/valid/wildfire/-74.25772,46.3837.jpg",0
6122,"Dataset/valid/nowildfire/-79.726123,43.645345.jpg",1
343,"Dataset/valid/wildfire/-69.3006,56.6983.jpg",0
5105,"Dataset/valid/nowildfire/-73.84672,45.611202.jpg",1
5382,"Dataset/valid/nowildfire/-75.707433,45.413598.jpg",1
2318,"Dataset/valid/wildfire/-75.64554,47.07644.jpg",0
5287,"Dataset/valid/nowildfire/-75.648635,45.420074.jpg",1
4797,"Dataset/valid/nowildfire/-73.588261,45.57323.jpg",1
1442,"Dataset/valid/wildfire/-72.98351,49.11481.jpg",0
2682,"Dataset/valid/wildfire/-76.86948,52.41847.jpg",0
2851,"Dataset/valid/wildfire/-77.63557,50.48052.jpg",0
1525,"Dataset/valid/wildfire/-73.22412,45.97422.jpg",0
2993,"Dataset/valid/wildfire/-78.31791,54.32195.jpg",0
2314,"Dataset/valid/wildfire/-75.63947,46.02158.jpg",0
4557,"Dataset/valid/nowildfire/-123.159213,49.241043.jpg",1
2407,"Dataset/valid/wildfire/-75.89731,45.82464.jpg",0
4533,"Dataset/valid/nowildfire/-123.143054,49.167184.jpg",1
46,"Dataset/valid/wildfire/-64.69854,48.38729.jpg",0
4336,"Dataset/valid/nowildfire/-122.97057,49.22578.jpg",1
730,"Dataset/valid/wildfire/-71.25175,48.59413.jpg",0
1388,"Dataset/valid/wildfire/-72.81754,46.90798.jpg",0
664,"Dataset/valid/wildfire/-71.09354,48.38909.jpg",0
5999,"Dataset/valid/nowildfire/-79.612342,43.695219.jpg",1
4757,"Dataset/valid/nowildfire/-73.560989,45.402088.jpg",1
3552,"Dataset/valid/nowildfire/-113.981363,51.093744.jpg",1
2994,"Dataset/valid/wildfire/-78.32506,49.31925.jpg",0
3288,"Dataset/valid/wildfire/-79.23642,48.51799.jpg",0
4759,"Dataset/valid/nowildfire/-73.56372,45.496338.jpg",1
1110,"Dataset/valid/wildfire/-72.26198,47.10851.jpg",0
5718,"Dataset/valid/nowildfire/-79.36453,43.8241.jpg",1
3547,"Dataset/valid/nowildfire/-113.979063,50.93751.jpg",1
5495,"Dataset/valid/nowildfire/-75.776479,45.368427.jpg",1
4073,"Dataset/valid/nowildfire/-122.773025,49.152187.jpg",1
1591,"Dataset/valid/wildfire/-73.46435,47.06565.jpg",0
31,"Dataset/valid/wildfire/-64.5725,48.39808.jpg",0
3720,"Dataset/valid/nowildfire/-114.05701,51.038538.jpg",1
3069,"Dataset/valid/wildfire/-78.64888,48.90258.jpg",0
4822,"Dataset/valid/nowildfire/-73.607736,45.519407.jpg",1
310,"Dataset/valid/wildfire/-69.06686,49.07105.jpg",0
2437,"Dataset/valid/wildfire/-75.9704,45.67386.jpg",0
271,"Dataset/valid/wildfire/-68.75113,48.97602.jpg",0
5823,"Dataset/valid/nowildfire/-79.450316,43.858682.jpg",1
5904,"Dataset/valid/nowildfire/-79.525284,43.864691.jpg",1
4441,"Dataset/valid/nowildfire/-123.064989,49.102969.jpg",1
5258,"Dataset/valid/nowildfire/-75.629744,45.441761.jpg",1
4170,"Dataset/valid/nowildfire/-122.850307,49.235049.jpg",1
5769,"Dataset/valid/nowildfire/-79.409559,43.888655.jpg",1
5011,"Dataset/valid/nowildfire/-73.764599,45.527269.jpg",1
5583,"Dataset/valid/nowildfire/-75.826736,45.374687.jpg",1
4439,"Dataset/valid/nowildfire/-123.064349,49.176432.jpg",1
5298,"Dataset/valid/nowildfire/-75.656191,45.402166.jpg",1
3878,"Dataset/valid/nowildfire/-114.12532,50.955011.jpg",1
5408,"Dataset/valid/nowildfire/-75.728416,45.37081.jpg",1
1852,"Dataset/valid/wildfire/-74.0719,45.4664.jpg",0
5664,"Dataset/valid/nowildfire/-79.31103,43.802445.jpg",1
2443,"Dataset/valid/wildfire/-75.99291,50.6256.jpg",0
3301,"Dataset/valid/wildfire/-79.26203,48.04946.jpg",0
298,"Dataset/valid/wildfire/-68.99069,47.45264.jpg",0
4703,"Dataset/valid/nowildfire/-73.505408,45.578657.jpg",1
3011,"Dataset/valid/wildfire/-78.41274,46.55936.jpg",0
4149,"Dataset/valid/nowildfire/-122.836707,49.133972.jpg",1
4232,"Dataset/valid/nowildfire/-122.888056,49.119397.jpg",1
5135,"Dataset/valid/nowildfire/-73.877205,45.635324.jpg",1
2519,"Dataset/valid/wildfire/-76.17378,46.81835.jpg",0
1928,"Dataset/valid/wildfire/-74.26813,46.40078.jpg",0
447,"Dataset/valid/wildfire/-70.04142,46.64089.jpg",0
4932,"Dataset/valid/nowildfire/-73.695685,45.495693.jpg",1
4518,"Dataset/valid/nowildfire/-123.132777,49.134889.jpg",1
801,"Dataset/valid/wildfire/-71.40984,48.77968.jpg",0
4445,"Dataset/valid/nowildfire/-123.070114,49.146037.jpg",1
2190,"Dataset/valid/wildfire/-75.11661,51.03327.jpg",0
5744,"Dataset/valid/nowildfire/-79.388557,43.853111.jpg",1
5426,"Dataset/valid/nowildfire/-75.736018,45.37393.jpg",1
1630,"Dataset/valid/wildfire/-73.54559,48.15708.jpg",0
295,"Dataset/valid/wildfire/-68.9808,49.0658.jpg",0
5782,"Dataset/valid/nowildfire/-79.421968,43.723357.jpg",1
862,"Dataset/valid/wildfire/-71.58061,48.66847.jpg",0
350,"Dataset/valid/wildfire/-69.30996,51.99761.jpg",0
2538,"Dataset/valid/wildfire/-76.25799,51.6319.jpg",0
1286,"Dataset/valid/wildfire/-72.62045,47.07464.jpg",0
5817,"Dataset/valid/nowildfire/-79.446675,43.752052.jpg",1
5573,"Dataset/valid/nowildfire/-75.823035,45.377083.jpg",1
1212,"Dataset/valid/wildfire/-72.46592,48.72242.jpg",0
5042,"Dataset/valid/nowildfire/-73.796277,45.571958.jpg",1
4771,"Dataset/valid/nowildfire/-73.568898,45.524019.jpg",1
729,"Dataset/valid/wildfire/-71.24138,51.2527.jpg",0
855,"Dataset/valid/wildfire/-71.57109,48.6274.jpg",0
1637,"Dataset/valid/wildfire/-73.58875,46.16847.jpg",0
4681,"Dataset/valid/nowildfire/-73.485899,45.454045.jpg",1
3986,"Dataset/valid/nowildfire/-114.171507,51.169834.jpg",1
3861,"Dataset/valid/nowildfire/-114.117811,51.144211.jpg",1
5545,"Dataset/valid/nowildfire/-75.809017,45.418438.jpg",1
3372,"Dataset/valid/wildfire/-79.42236,47.78867.jpg",0
1164,"Dataset/valid/wildfire/-72.3607,46.29047.jpg",0
1371,"Dataset/valid/wildfire/-72.77475,49.85312.jpg",0
1798,"Dataset/valid/wildfire/-73.95059,46.23501.jpg",0
3562,"Dataset/valid/nowildfire/-113.983604,51.004067.jpg",1
3433,"Dataset/valid/nowildfire/-113.934116,50.92228.jpg",1
3505,"Dataset/valid/nowildfire/-113.962784,51.104309.jpg",1
1825,"Dataset/valid/wildfire/-74.00309,45.98322.jpg",0
5700,"Dataset/valid/nowildfire/-79.349075,43.862862.jpg",1
929,"Dataset/valid/wildfire/-71.798,50.48502.jpg",0
922,"Dataset/valid/wildfire/-71.78521,46.2545.jpg",0
4244,"Dataset/valid/nowildfire/-122.898966,49.128895.jpg",1
2141,"Dataset/valid/wildfire/-74.93693,50.08094.jpg",0
2303,"Dataset/valid/wildfire/-75.61222,46.07105.jpg",0
3646,"Dataset/valid/nowildfire/-114.024394,51.140635.jpg",1
3657,"Dataset/valid/nowildfire/-114.026742,51.036224.jpg",1
651,"Dataset/valid/wildfire/-71.06266,45.89449.jpg",0
2398,"Dataset/valid/wildfire/-75.88283,46.28327.jpg",0
6084,"Dataset/valid/nowildfire/-79.685653,43.680443.jpg",1
2107,"Dataset/valid/wildfire/-74.8015,47.31835.jpg",0
4365,"Dataset/valid/nowildfire/-123.001733,49.258375.jpg",1
3180,"Dataset/valid/wildfire/-79.0,48.7717.jpg",0
3864,"Dataset/valid/nowildfire/-114.118804,51.121907.jpg",1
5688,"Dataset/valid/nowildfire/-79.342325,43.79136.jpg",1
3752,"Dataset/valid/nowildfire/-114.070782,51.112858.jpg",1
66,"Dataset/valid/wildfire/-64.98075,49.15528.jpg",0
1613,"Dataset/valid/wildfire/-73.51959,46.26349.jpg",0
5775,"Dataset/valid/nowildfire/-79.412963,43.756752.jpg",1
1307,"Dataset/valid/wildfire/-72.65985,48.69365.jpg",0
5434,"Dataset/valid/nowildfire/-75.741233,45.42113.jpg",1
3873,"Dataset/valid/nowildfire/-114.122981,51.137895.jpg",1
3922,"Dataset/valid/nowildfire/-114.143989,51.090294.jpg",1
2916,"Dataset/valid/wildfire/-77.96394,49.58274.jpg",0
3361,"Dataset/valid/wildfire/-79.40302,48.79047.jpg",0
4879,"Dataset/valid/nowildfire/-73.650754,45.478274.jpg",1
4766,"Dataset/valid/nowildfire/-73.566876,45.61714.jpg",1
3095,"Dataset/valid/wildfire/-78.73456,50.15528.jpg",0
3358,"Dataset/valid/wildfire/-79.39923,47.90528.jpg",0
2253,"Dataset/valid/wildfire/-75.43832,45.58274.jpg",0
2927,"Dataset/valid/wildfire/-78.0,47.93555.jpg",0
4196,"Dataset/valid/nowildfire/-122.864753,49.255102.jpg",1
1504,"Dataset/valid/wildfire/-73.14983,50.1337.jpg",0
3801,"Dataset/valid/nowildfire/-114.089949,50.96176.jpg",1
1088,"Dataset/valid/wildfire/-72.22348,47.28507.jpg",0
2891,"Dataset/valid/wildfire/-77.82525,48.08873.jpg",0
2053,"Dataset/valid/wildfire/-74.6214,45.94544.jpg",0
3175,"Dataset/valid/wildfire/-78.98783,53.77518.jpg",0
1942,"Dataset/valid/wildfire/-74.3072,45.8652.jpg",0
4394,"Dataset/valid/nowildfire/-123.025996,49.123802.jpg",1
6037,"Dataset/valid/nowildfire/-79.640406,43.729311.jpg",1
2383,"Dataset/valid/wildfire/-75.84986,46.64629.jpg",0
2235,"Dataset/valid/wildfire/-75.33799,46.69544.jpg",0
3035,"Dataset/valid/wildfire/-78.4975,48.2056.jpg",0
2265,"Dataset/valid/wildfire/-75.48619,49.3783.jpg",0
548,"Dataset/valid/wildfire/-70.63186,45.77158.jpg",0
1799,"Dataset/valid/wildfire/-73.95411,46.69814.jpg",0
1226,"Dataset/valid/wildfire/-72.49075,47.11031.jpg",0
2336,"Dataset/valid/wildfire/-75.7088,45.69634.jpg",0
3803,"Dataset/valid/nowildfire/-114.090405,51.162632.jpg",1
4750,"Dataset/valid/nowildfire/-73.554554,45.446058.jpg",1
2447,"Dataset/valid/wildfire/-76.0014,46.3167.jpg",0
4895,"Dataset/valid/nowildfire/-73.665261,45.558317.jpg",1
5187,"Dataset/valid/nowildfire/-75.573097,45.430962.jpg",1
851,"Dataset/valid/wildfire/-71.55897,45.45983.jpg",0
5167,"Dataset/valid/nowildfire/-73.912797,45.568374.jpg",1
1623,"Dataset/valid/wildfire/-73.53645,46.33094.jpg",0
1595,"Dataset/valid/wildfire/-73.4739,45.8967.jpg",0
1471,"Dataset/valid/wildfire/-73.04807,50.39179.jpg",0
