,images,labels
11271,"Dataset/train/wildfire/-75.9995,46.2576.jpg",0
13287,"Dataset/train/wildfire/-77.7843,47.6605.jpg",0
1786,"Dataset/train/wildfire/-69.5932,47.68375.jpg",0
14402,"Dataset/train/wildfire/-78.81303,48.36571.jpg",0
27754,"Dataset/train/nowildfire/-79.383344,43.836093.jpg",1
6957,"Dataset/train/wildfire/-73.2393,47.73681.jpg",0
27197,"Dataset/train/nowildfire/-79.288418,43.892536.jpg",1
8860,"Dataset/train/wildfire/-74.33963,49.17656.jpg",0
22127,"Dataset/train/nowildfire/-73.471862,45.400401.jpg",1
14227,"Dataset/train/wildfire/-78.66393,48.85042.jpg",0
26568,"Dataset/train/nowildfire/-75.783883,45.344459.jpg",1
12056,"Dataset/train/wildfire/-76.64934,47.58004.jpg",0
26061,"Dataset/train/nowildfire/-75.727131,45.448158.jpg",1
4561,"Dataset/train/wildfire/-71.91537,46.01079.jpg",0
27630,"Dataset/train/nowildfire/-79.363469,43.657624.jpg",1
4479,"Dataset/train/wildfire/-71.86208,48.78058.jpg",0
19848,"Dataset/train/nowildfire/-122.925084,49.252291.jpg",1
15744,"Dataset/train/nowildfire/-113.933679,51.165688.jpg",1
1050,"Dataset/train/wildfire/-68.0277,49.7848.jpg",0
12839,"Dataset/train/wildfire/-77.38145,48.40438.jpg",0
5566,"Dataset/train/wildfire/-72.43933,45.83693.jpg",0
19658,"Dataset/train/nowildfire/-122.898795,49.132614.jpg",1
24863,"Dataset/train/nowildfire/-75.60499,45.414.jpg",1
6201,"Dataset/train/wildfire/-72.73957,46.36841.jpg",0
9405,"Dataset/train/wildfire/-74.70715,46.16757.jpg",0
7063,"Dataset/train/wildfire/-73.32021,46.73591.jpg",0
15633,"Dataset/train/nowildfire/-113.924586,51.125917.jpg",1
27491,"Dataset/train/nowildfire/-79.339687,43.873915.jpg",1
5896,"Dataset/train/wildfire/-72.612,48.85132.jpg",0
6553,"Dataset/train/wildfire/-72.93997,46.44095.jpg",0
20730,"Dataset/train/nowildfire/-123.051912,49.146541.jpg",1
5411,"Dataset/train/wildfire/-72.3669,49.103.jpg",0
8557,"Dataset/train/wildfire/-74.1513,49.93915.jpg",0
20441,"Dataset/train/nowildfire/-123.011182,49.137554.jpg",1
12065,"Dataset/train/wildfire/-76.65478,47.09952.jpg",0
27971,"Dataset/train/nowildfire/-79.419227,43.690452.jpg",1
26533,"Dataset/train/nowildfire/-75.778432,45.37655.jpg",1
22967,"Dataset/train/nowildfire/-73.628077,45.479416.jpg",1
24601,"Dataset/train/nowildfire/-73.910941,45.559573.jpg",1
22197,"Dataset/train/nowildfire/-73.484955,45.4228.jpg",1
10092,"Dataset/train/wildfire/-75.22131,46.39988.jpg",0
20265,"Dataset/train/nowildfire/-122.983797,49.23855.jpg",1
19439,"Dataset/train/nowildfire/-122.871286,49.249655.jpg",1
22205,"Dataset/train/nowildfire/-73.487505,45.506226.jpg",1
24111,"Dataset/train/nowildfire/-73.817577,45.586145.jpg",1
6258,"Dataset/train/wildfire/-72.76406,46.52068.jpg",0
8022,"Dataset/train/wildfire/-73.87971,45.10672.jpg",0
17303,"Dataset/train/nowildfire/-114.076408,51.050687.jpg",1
2167,"Dataset/train/wildfire/-70.1672,52.5333.jpg",0
21746,"Dataset/train/nowildfire/-123.190158,49.166409.jpg",1
7850,"Dataset/train/wildfire/-73.80339,46.30306.jpg",0
12777,"Dataset/train/wildfire/-77.32163,52.05216.jpg",0
20814,"Dataset/train/nowildfire/-123.0625,49.12451.jpg",1
3842,"Dataset/train/wildfire/-71.42867,46.09502.jpg",0
19733,"Dataset/train/nowildfire/-122.909383,49.111109.jpg",1
22074,"Dataset/train/nowildfire/-73.461312,45.443673.jpg",1
18234,"Dataset/train/nowildfire/-114.159527,51.013612.jpg",1
28227,"Dataset/train/nowildfire/-79.459716,43.769942.jpg",1
17434,"Dataset/train/nowildfire/-114.087925,51.167863.jpg",1
26930,"Dataset/train/nowildfire/-75.828262,45.408813.jpg",1
12384,"Dataset/train/wildfire/-76.92989,51.05936.jpg",0
18821,"Dataset/train/nowildfire/-122.781299,49.166295.jpg",1
4184,"Dataset/train/wildfire/-71.66015,46.35042.jpg",0
9072,"Dataset/train/wildfire/-74.4703,46.1283.jpg",0
370,"Dataset/train/wildfire/-64.95465,49.1292.jpg",0
3444,"Dataset/train/wildfire/-71.22219,47.22153.jpg",0
9029,"Dataset/train/wildfire/-74.44171,46.02698.jpg",0
1633,"Dataset/train/wildfire/-69.30138,49.66067.jpg",0
18414,"Dataset/train/nowildfire/-122.723046,49.255687.jpg",1
15551,"Dataset/train/nowildfire/-113.917555,51.071225.jpg",1
14171,"Dataset/train/wildfire/-78.6156,46.7681.jpg",0
7865,"Dataset/train/wildfire/-73.8073,46.29766.jpg",0
4161,"Dataset/train/wildfire/-71.64121,45.05126.jpg",0
17275,"Dataset/train/nowildfire/-114.073243,51.002713.jpg",1
16772,"Dataset/train/nowildfire/-114.029385,51.10755.jpg",1
24354,"Dataset/train/nowildfire/-73.864178,45.587323.jpg",1
4298,"Dataset/train/wildfire/-71.7514,48.8086.jpg",0
15374,"Dataset/train/wildfire/-79.3844,47.91.jpg",0
25873,"Dataset/train/nowildfire/-75.709533,45.356997.jpg",1
553,"Dataset/train/wildfire/-65.92579,48.20264.jpg",0
5433,"Dataset/train/wildfire/-72.3763,45.4645.jpg",0
12230,"Dataset/train/wildfire/-76.78553,47.3747.jpg",0
2024,"Dataset/train/wildfire/-69.99183,48.65888.jpg",0
1467,"Dataset/train/wildfire/-69.05603,48.78867.jpg",0
24847,"Dataset/train/nowildfire/-75.602613,45.378498.jpg",1
27626,"Dataset/train/nowildfire/-79.362606,43.718536.jpg",1
13404,"Dataset/train/wildfire/-77.91848,46.84772.jpg",0
2945,"Dataset/train/wildfire/-70.88941,46.14719.jpg",0
22740,"Dataset/train/nowildfire/-73.581548,45.487015.jpg",1
20402,"Dataset/train/nowildfire/-123.005825,49.154823.jpg",1
9231,"Dataset/train/wildfire/-74.59398,47.12021.jpg",0
6855,"Dataset/train/wildfire/-73.17296,45.54227.jpg",0
16614,"Dataset/train/nowildfire/-114.015023,51.137204.jpg",1
18806,"Dataset/train/nowildfire/-122.778406,49.228568.jpg",1
17270,"Dataset/train/nowildfire/-114.072931,51.147048.jpg",1
17755,"Dataset/train/nowildfire/-114.114896,51.006252.jpg",1
2631,"Dataset/train/wildfire/-70.6355,46.16846.jpg",0
13156,"Dataset/train/wildfire/-77.6678,46.42926.jpg",0
4899,"Dataset/train/wildfire/-72.11188,46.41337.jpg",0
3583,"Dataset/train/wildfire/-71.29896,47.14089.jpg",0
17102,"Dataset/train/nowildfire/-114.058496,51.120397.jpg",1
18383,"Dataset/train/nowildfire/-122.719103,49.141137.jpg",1
15773,"Dataset/train/nowildfire/-113.935447,51.150911.jpg",1
2332,"Dataset/train/wildfire/-70.34142,47.98591.jpg",0
21334,"Dataset/train/nowildfire/-123.133927,49.209123.jpg",1
17979,"Dataset/train/nowildfire/-114.13544,51.036058.jpg",1
26392,"Dataset/train/nowildfire/-75.761243,45.396633.jpg",1
12780,"Dataset/train/wildfire/-77.32291,46.3729.jpg",0
24655,"Dataset/train/nowildfire/-75.567611,45.436074.jpg",1
4676,"Dataset/train/wildfire/-71.99727,48.82824.jpg",0
3266,"Dataset/train/wildfire/-71.12317,46.97242.jpg",0
16137,"Dataset/train/nowildfire/-113.969436,50.899592.jpg",1
15802,"Dataset/train/nowildfire/-113.937728,50.904629.jpg",1
23326,"Dataset/train/nowildfire/-73.687906,45.585632.jpg",1
15722,"Dataset/train/nowildfire/-113.931552,50.988238.jpg",1
19481,"Dataset/train/nowildfire/-122.874743,49.24768.jpg",1
12834,"Dataset/train/wildfire/-77.37904,47.99581.jpg",0
13754,"Dataset/train/wildfire/-78.22368,46.88549.jpg",0
17307,"Dataset/train/nowildfire/-114.076623,50.939709.jpg",1
22874,"Dataset/train/nowildfire/-73.610725,45.479363.jpg",1
19314,"Dataset/train/nowildfire/-122.855727,49.157797.jpg",1
16892,"Dataset/train/nowildfire/-114.041318,51.069622.jpg",1
12480,"Dataset/train/wildfire/-77.00961,45.94365.jpg",0
9216,"Dataset/train/wildfire/-74.58489,46.14808.jpg",0
720,"Dataset/train/wildfire/-66.6252,51.02968.jpg",0
11370,"Dataset/train/wildfire/-76.04158,46.42386.jpg",0
16365,"Dataset/train/nowildfire/-113.990837,51.13.jpg",1
1742,"Dataset/train/wildfire/-69.50657,49.8837.jpg",0
26810,"Dataset/train/nowildfire/-75.813845,45.3492.jpg",1
8387,"Dataset/train/wildfire/-74.07426,46.03597.jpg",0
29369,"Dataset/train/nowildfire/-79.68369,43.792421.jpg",1
29648,"Dataset/train/nowildfire/-79.743163,43.711099.jpg",1
9041,"Dataset/train/wildfire/-74.44853,45.66067.jpg",0
25746,"Dataset/train/nowildfire/-75.696866,45.400324.jpg",1
12996,"Dataset/train/wildfire/-77.5293,49.52788.jpg",0
791,"Dataset/train/wildfire/-66.8855,48.42206.jpg",0
4927,"Dataset/train/wildfire/-72.12971,50.74761.jpg",0
117,"Dataset/train/wildfire/-63.31041,51.11841.jpg",0
26089,"Dataset/train/nowildfire/-75.729964,45.414361.jpg",1
10054,"Dataset/train/wildfire/-75.192,45.7518.jpg",0
5166,"Dataset/train/wildfire/-72.24729,48.42386.jpg",0
12858,"Dataset/train/wildfire/-77.39328,46.20264.jpg",0
21371,"Dataset/train/nowildfire/-123.139048,49.202421.jpg",1
10918,"Dataset/train/wildfire/-75.8361,46.2736.jpg",0
18765,"Dataset/train/nowildfire/-122.772788,49.120088.jpg",1
25528,"Dataset/train/nowildfire/-75.677236,45.451872.jpg",1
8380,"Dataset/train/wildfire/-74.06916,45.7494.jpg",0
28797,"Dataset/train/nowildfire/-79.556538,43.750408.jpg",1
19885,"Dataset/train/nowildfire/-122.929409,49.180904.jpg",1
26912,"Dataset/train/nowildfire/-75.826442,45.386318.jpg",1
15244,"Dataset/train/wildfire/-79.29706,47.98502.jpg",0
12649,"Dataset/train/wildfire/-77.17817,53.05936.jpg",0
9433,"Dataset/train/wildfire/-74.72272,46.18555.jpg",0
12981,"Dataset/train/wildfire/-77.5162,47.0724.jpg",0
7618,"Dataset/train/wildfire/-73.68254,46.11391.jpg",0
20621,"Dataset/train/nowildfire/-123.036199,49.260976.jpg",1
26135,"Dataset/train/nowildfire/-75.735367,45.465574.jpg",1
9435,"Dataset/train/wildfire/-74.72534,46.13639.jpg",0
1393,"Dataset/train/wildfire/-68.88048,47.86121.jpg",0
26106,"Dataset/train/nowildfire/-75.732182,45.335344.jpg",1
7685,"Dataset/train/wildfire/-73.7192,47.9028.jpg",0
8468,"Dataset/train/wildfire/-74.11235,45.94275.jpg",0
7356,"Dataset/train/wildfire/-73.51875,45.872.jpg",0
6627,"Dataset/train/wildfire/-73.00507,47.31835.jpg",0
14400,"Dataset/train/wildfire/-78.81199,53.85672.jpg",0
27276,"Dataset/train/nowildfire/-79.301765,43.725872.jpg",1
217,"Dataset/train/wildfire/-64.42667,48.52788.jpg",0
17538,"Dataset/train/nowildfire/-114.096898,51.091599.jpg",1
20006,"Dataset/train/nowildfire/-122.947225,49.221601.jpg",1
7951,"Dataset/train/wildfire/-73.85042,45.09952.jpg",0
5344,"Dataset/train/wildfire/-72.3367,46.7638.jpg",0
11680,"Dataset/train/wildfire/-76.27996,53.86481.jpg",0
28798,"Dataset/train/nowildfire/-79.556777,43.635808.jpg",1
1799,"Dataset/train/wildfire/-69.62742,51.78238.jpg",0
6883,"Dataset/train/wildfire/-73.18943,50.32734.jpg",0
13302,"Dataset/train/wildfire/-77.80095,48.20264.jpg",0
3854,"Dataset/train/wildfire/-71.43759,46.24131.jpg",0
24996,"Dataset/train/nowildfire/-75.6197,45.352517.jpg",1
16834,"Dataset/train/nowildfire/-114.034451,50.952986.jpg",1
3834,"Dataset/train/wildfire/-71.42495,47.85312.jpg",0
1297,"Dataset/train/wildfire/-68.6747,48.93645.jpg",0
26653,"Dataset/train/nowildfire/-75.793861,45.413202.jpg",1
19247,"Dataset/train/nowildfire/-122.844765,49.209495.jpg",1
10032,"Dataset/train/wildfire/-75.1764,45.85312.jpg",0
3881,"Dataset/train/wildfire/-71.4551,46.6447.jpg",0
19293,"Dataset/train/nowildfire/-122.852191,49.226408.jpg",1
4258,"Dataset/train/wildfire/-71.71866,46.46883.jpg",0
352,"Dataset/train/wildfire/-64.901,48.8331.jpg",0
20607,"Dataset/train/nowildfire/-123.033989,49.139658.jpg",1
181,"Dataset/train/wildfire/-64.15256,50.3801.jpg",0
12757,"Dataset/train/wildfire/-77.29625,47.22692.jpg",0
22733,"Dataset/train/nowildfire/-73.581049,45.438857.jpg",1
23229,"Dataset/train/nowildfire/-73.672587,45.493369.jpg",1
6991,"Dataset/train/wildfire/-73.2643,46.33094.jpg",0
21349,"Dataset/train/nowildfire/-123.135422,49.144436.jpg",1
8240,"Dataset/train/wildfire/-73.99226,45.80576.jpg",0
26854,"Dataset/train/nowildfire/-75.819922,45.340546.jpg",1
27787,"Dataset/train/nowildfire/-79.389122,43.876951.jpg",1
16266,"Dataset/train/nowildfire/-113.97956,51.155238.jpg",1
17801,"Dataset/train/nowildfire/-114.119416,50.911508.jpg",1
25151,"Dataset/train/nowildfire/-75.636028,45.420294.jpg",1
27341,"Dataset/train/nowildfire/-79.315657,43.761064.jpg",1
23456,"Dataset/train/nowildfire/-73.707755,45.557498.jpg",1
901,"Dataset/train/wildfire/-67.3499,48.70264.jpg",0
11688,"Dataset/train/wildfire/-76.28561,47.27698.jpg",0
2598,"Dataset/train/wildfire/-70.60947,47.46433.jpg",0
4941,"Dataset/train/wildfire/-72.13698,48.20354.jpg",0
22245,"Dataset/train/nowildfire/-73.495563,45.531468.jpg",1
5738,"Dataset/train/wildfire/-72.53509,46.39179.jpg",0
12307,"Dataset/train/wildfire/-76.85696,46.14179.jpg",0
6910,"Dataset/train/wildfire/-73.207,46.35672.jpg",0
12101,"Dataset/train/wildfire/-76.68952,45.66517.jpg",0
13554,"Dataset/train/wildfire/-78.04416,48.25899.jpg",0
22857,"Dataset/train/nowildfire/-73.607954,45.642014.jpg",1
14043,"Dataset/train/wildfire/-78.49608,46.51799.jpg",0
21713,"Dataset/train/nowildfire/-123.184959,49.14116.jpg",1
26620,"Dataset/train/nowildfire/-75.790623,45.34499.jpg",1
21788,"Dataset/train/nowildfire/-123.197154,49.257462.jpg",1
16702,"Dataset/train/nowildfire/-114.023483,50.960542.jpg",1
26117,"Dataset/train/nowildfire/-75.733638,45.451748.jpg",1
4534,"Dataset/train/wildfire/-71.90093,46.69544.jpg",0
19680,"Dataset/train/nowildfire/-122.902101,49.097498.jpg",1
22463,"Dataset/train/nowildfire/-73.534838,45.483669.jpg",1
5401,"Dataset/train/wildfire/-72.36282,49.35402.jpg",0
5131,"Dataset/train/wildfire/-72.23583,45.73232.jpg",0
10702,"Dataset/train/wildfire/-75.70597,52.21163.jpg",0
3504,"Dataset/train/wildfire/-71.24741,46.02698.jpg",0
18991,"Dataset/train/nowildfire/-122.803441,49.131828.jpg",1
12630,"Dataset/train/wildfire/-77.15488,46.61841.jpg",0
47,"Dataset/train/wildfire/-61.7472,50.3247.jpg",0
27551,"Dataset/train/nowildfire/-79.350025,43.653993.jpg",1
4144,"Dataset/train/wildfire/-71.62586,48.61121.jpg",0
822,"Dataset/train/wildfire/-67.06587,47.97512.jpg",0
5805,"Dataset/train/wildfire/-72.57309,45.38819.jpg",0
22609,"Dataset/train/nowildfire/-73.559691,45.506665.jpg",1
8558,"Dataset/train/wildfire/-74.15233,46.34772.jpg",0
13483,"Dataset/train/wildfire/-77.98647,48.35672.jpg",0
24264,"Dataset/train/nowildfire/-73.847414,45.583397.jpg",1
18386,"Dataset/train/nowildfire/-122.719569,49.226939.jpg",1
19901,"Dataset/train/nowildfire/-122.93145,49.099165.jpg",1
8757,"Dataset/train/wildfire/-74.2753,45.7176.jpg",0
19742,"Dataset/train/nowildfire/-122.910382,49.104428.jpg",1
24579,"Dataset/train/nowildfire/-73.906989,45.599318.jpg",1
21275,"Dataset/train/nowildfire/-123.125416,49.254264.jpg",1
9056,"Dataset/train/wildfire/-74.45683,49.77158.jpg",0
21762,"Dataset/train/nowildfire/-123.192695,49.232499.jpg",1
2057,"Dataset/train/wildfire/-70.0325,47.7563.jpg",0
26418,"Dataset/train/nowildfire/-75.764264,45.337651.jpg",1
13974,"Dataset/train/wildfire/-78.42045,49.03058.jpg",0
121,"Dataset/train/wildfire/-63.403,51.8961.jpg",0
22299,"Dataset/train/nowildfire/-73.50519,45.629525.jpg",1
19517,"Dataset/train/nowildfire/-122.878737,49.107534.jpg",1
9040,"Dataset/train/wildfire/-74.4483,45.9153.jpg",0
9594,"Dataset/train/wildfire/-74.82681,46.43555.jpg",0
23803,"Dataset/train/nowildfire/-73.76628,45.595593.jpg",1
18204,"Dataset/train/nowildfire/-114.156017,51.076999.jpg",1
8016,"Dataset/train/wildfire/-73.8755,45.8584.jpg",0
10802,"Dataset/train/wildfire/-75.77597,51.16337.jpg",0
2585,"Dataset/train/wildfire/-70.59232,46.40978.jpg",0
8657,"Dataset/train/wildfire/-74.20229,45.77698.jpg",0
12320,"Dataset/train/wildfire/-76.87091,51.02698.jpg",0
24887,"Dataset/train/nowildfire/-75.607711,45.437963.jpg",1
11689,"Dataset/train/wildfire/-76.28565,45.74221.jpg",0
2548,"Dataset/train/wildfire/-70.55901,48.27788.jpg",0
25485,"Dataset/train/nowildfire/-75.672948,45.331021.jpg",1
7447,"Dataset/train/wildfire/-73.56955,49.26349.jpg",0
23751,"Dataset/train/nowildfire/-73.756164,45.447979.jpg",1
21885,"Dataset/train/nowildfire/-73.426891,45.630992.jpg",1
22123,"Dataset/train/nowildfire/-73.470058,45.510582.jpg",1
28179,"Dataset/train/nowildfire/-79.451767,43.915507.jpg",1
22229,"Dataset/train/nowildfire/-73.492213,45.561952.jpg",1
10425,"Dataset/train/wildfire/-75.5372,50.0136.jpg",0
24466,"Dataset/train/nowildfire/-73.885344,45.596653.jpg",1
16628,"Dataset/train/nowildfire/-114.016314,51.030266.jpg",1
4382,"Dataset/train/wildfire/-71.8026,45.38909.jpg",0
10578,"Dataset/train/wildfire/-75.62812,45.57284.jpg",0
29488,"Dataset/train/nowildfire/-79.708925,43.772231.jpg",1
6448,"Dataset/train/wildfire/-72.85288,45.17566.jpg",0
7334,"Dataset/train/wildfire/-73.50714,45.86391.jpg",0
20610,"Dataset/train/nowildfire/-123.034786,49.207296.jpg",1
15210,"Dataset/train/wildfire/-79.28193,46.97422.jpg",0
77,"Dataset/train/wildfire/-62.4039,50.9942.jpg",0
9646,"Dataset/train/wildfire/-74.86235,49.77788.jpg",0
23106,"Dataset/train/nowildfire/-73.652842,45.601928.jpg",1
2964,"Dataset/train/wildfire/-70.90478,47.07284.jpg",0
9561,"Dataset/train/wildfire/-74.80352,46.06565.jpg",0
5987,"Dataset/train/wildfire/-72.64972,46.3783.jpg",0
17598,"Dataset/train/nowildfire/-114.102477,51.14004.jpg",1
17133,"Dataset/train/nowildfire/-114.061516,51.027037.jpg",1
26380,"Dataset/train/nowildfire/-75.759814,45.415257.jpg",1
16585,"Dataset/train/nowildfire/-114.011874,51.103252.jpg",1
28817,"Dataset/train/nowildfire/-79.559815,43.653344.jpg",1
6170,"Dataset/train/wildfire/-72.72206,47.47872.jpg",0
2859,"Dataset/train/wildfire/-70.82522,48.29047.jpg",0
16623,"Dataset/train/nowildfire/-114.016017,51.106007.jpg",1
9367,"Dataset/train/wildfire/-74.67713,46.28148.jpg",0
3002,"Dataset/train/wildfire/-70.93429,46.82195.jpg",0
13099,"Dataset/train/wildfire/-77.63156,48.23951.jpg",0
9606,"Dataset/train/wildfire/-74.8333,46.5578.jpg",0
28856,"Dataset/train/nowildfire/-79.568131,43.902672.jpg",1
832,"Dataset/train/wildfire/-67.1078,50.1811.jpg",0
811,"Dataset/train/wildfire/-67.00988,51.35851.jpg",0
12018,"Dataset/train/wildfire/-76.62017,45.8738.jpg",0
6396,"Dataset/train/wildfire/-72.81635,46.49131.jpg",0
17107,"Dataset/train/nowildfire/-114.059232,50.918104.jpg",1
18212,"Dataset/train/nowildfire/-114.156657,51.026191.jpg",1
3419,"Dataset/train/wildfire/-71.21207,46.55306.jpg",0
23590,"Dataset/train/nowildfire/-73.729106,45.637174.jpg",1
22041,"Dataset/train/nowildfire/-73.454677,45.464721.jpg",1
10758,"Dataset/train/wildfire/-75.73523,52.47872.jpg",0
23700,"Dataset/train/nowildfire/-73.74741,45.496048.jpg",1
5651,"Dataset/train/wildfire/-72.49216,46.52878.jpg",0
3663,"Dataset/train/wildfire/-71.34078,48.41757.jpg",0
24563,"Dataset/train/nowildfire/-73.903232,45.589738.jpg",1
25078,"Dataset/train/nowildfire/-75.62872,45.452708.jpg",1
20284,"Dataset/train/nowildfire/-122.988726,49.112974.jpg",1
27107,"Dataset/train/nowildfire/-79.27116,43.901385.jpg",1
8106,"Dataset/train/wildfire/-73.92688,47.43285.jpg",0
28344,"Dataset/train/nowildfire/-79.480844,43.786749.jpg",1
8783,"Dataset/train/wildfire/-74.29326,45.92116.jpg",0
7027,"Dataset/train/wildfire/-73.2912,50.18016.jpg",0
26462,"Dataset/train/nowildfire/-75.769159,45.436457.jpg",1
4206,"Dataset/train/wildfire/-71.67545,46.56115.jpg",0
20430,"Dataset/train/nowildfire/-123.010027,49.265676.jpg",1
9746,"Dataset/train/wildfire/-74.93049,51.60672.jpg",0
14968,"Dataset/train/wildfire/-79.1532,48.11031.jpg",0
14179,"Dataset/train/wildfire/-78.62283,48.96883.jpg",0
21721,"Dataset/train/nowildfire/-123.186187,49.132942.jpg",1
26802,"Dataset/train/nowildfire/-75.812624,45.327445.jpg",1
27733,"Dataset/train/nowildfire/-79.380998,43.903676.jpg",1
4744,"Dataset/train/wildfire/-72.03845,50.1247.jpg",0
15521,"Dataset/train/wildfire/-79.49316,48.92116.jpg",0
1996,"Dataset/train/wildfire/-69.95573,49.45534.jpg",0
7744,"Dataset/train/wildfire/-73.74442,49.89179.jpg",0
7519,"Dataset/train/wildfire/-73.6186,46.18735.jpg",0
8006,"Dataset/train/wildfire/-73.87042,47.10492.jpg",0
6923,"Dataset/train/wildfire/-73.21408,45.49131.jpg",0
24428,"Dataset/train/nowildfire/-73.878905,45.422574.jpg",1
27313,"Dataset/train/nowildfire/-79.309664,43.724329.jpg",1
13467,"Dataset/train/wildfire/-77.97568,48.26439.jpg",0
26463,"Dataset/train/nowildfire/-75.769358,45.328255.jpg",1
16742,"Dataset/train/nowildfire/-114.026727,51.114373.jpg",1
21533,"Dataset/train/nowildfire/-123.15785,49.21438.jpg",1
22485,"Dataset/train/nowildfire/-73.539084,45.398173.jpg",1
26151,"Dataset/train/nowildfire/-75.73674,45.451389.jpg",1
16804,"Dataset/train/nowildfire/-114.032469,50.922533.jpg",1
5643,"Dataset/train/wildfire/-72.485,48.9592.jpg",0
24477,"Dataset/train/nowildfire/-73.887255,45.558461.jpg",1
2092,"Dataset/train/wildfire/-70.06475,47.36031.jpg",0
8833,"Dataset/train/wildfire/-74.32428,45.94275.jpg",0
20954,"Dataset/train/nowildfire/-123.081831,49.152696.jpg",1
20775,"Dataset/train/nowildfire/-123.058137,49.246184.jpg",1
14416,"Dataset/train/wildfire/-78.82281,46.85222.jpg",0
9664,"Dataset/train/wildfire/-74.87365,46.3801.jpg",0
18446,"Dataset/train/nowildfire/-122.726435,49.113623.jpg",1
19758,"Dataset/train/nowildfire/-122.913497,49.131586.jpg",1
14826,"Dataset/train/wildfire/-79.07285,46.68465.jpg",0
9734,"Dataset/train/wildfire/-74.92376,49.54946.jpg",0
3432,"Dataset/train/wildfire/-71.21788,45.56745.jpg",0
29349,"Dataset/train/nowildfire/-79.680124,43.671499.jpg",1
28987,"Dataset/train/nowildfire/-79.596623,43.890138.jpg",1
16944,"Dataset/train/nowildfire/-114.045109,51.09189.jpg",1
28462,"Dataset/train/nowildfire/-79.500899,43.888091.jpg",1
29352,"Dataset/train/nowildfire/-79.680191,43.701225.jpg",1
11205,"Dataset/train/wildfire/-75.97001,53.14808.jpg",0
18164,"Dataset/train/nowildfire/-114.152379,51.043205.jpg",1
19214,"Dataset/train/nowildfire/-122.840405,49.229991.jpg",1
19852,"Dataset/train/nowildfire/-122.92553,49.189262.jpg",1
19747,"Dataset/train/nowildfire/-122.911634,49.145396.jpg",1
21742,"Dataset/train/nowildfire/-123.189623,49.233724.jpg",1
29298,"Dataset/train/nowildfire/-79.666184,43.822926.jpg",1
27937,"Dataset/train/nowildfire/-79.414187,43.650211.jpg",1
25340,"Dataset/train/nowildfire/-75.656112,45.347864.jpg",1
10355,"Dataset/train/wildfire/-75.4808,45.7469.jpg",0
18922,"Dataset/train/nowildfire/-122.794199,49.096682.jpg",1
21515,"Dataset/train/nowildfire/-123.15548,49.186912.jpg",1
28857,"Dataset/train/nowildfire/-79.568423,43.885837.jpg",1
2668,"Dataset/train/wildfire/-70.66873,48.39808.jpg",0
3551,"Dataset/train/wildfire/-71.27441,46.622.jpg",0
3808,"Dataset/train/wildfire/-71.4058,48.54047.jpg",0
15269,"Dataset/train/wildfire/-79.31261,49.3837.jpg",0
127,"Dataset/train/wildfire/-63.4669,51.4356.jpg",0
